EPISODE_ID,EVENT_ID,STATE,STATE_FIPS,EVENT_TYPE,CZ_NAME,BEGIN_DATE_TIME,END_DATE_TIME,TotalDamage,SOURCE,EPISODE_NARRATIVE,EVENT_NARRATIVE
112106,671759,OKLAHOMA,40,Ice Storm,MAJOR,1/14/2017 9:00,1/15/2017 19:00,140000,Utility Company,"An upper low coming onto the Pacific coast combined with abundant gulf moisture to produce scattered showers on the 13th, transitioning to widespread showers on the 14th and 15th. Temperature hovered near and just below freezing across parts of northern, western, and central Oklahoma allowing much of the precipitation to come in the form of freezing rain. Power outages in the CWA totaled to near 20,000 (mostly in northwest Oklahoma).","The electric cooperatives reported over 150 power outages, likely due to icing, with damage estimates to $140K."
112106,668722,OKLAHOMA,40,Ice Storm,HARPER,1/14/2017 10:00,1/15/2017 22:00,4088000,Storm Chaser,"An upper low coming onto the Pacific coast combined with abundant gulf moisture to produce scattered showers on the 13th, transitioning to widespread showers on the 14th and 15th. Temperature hovered near and just below freezing across parts of northern, western, and central Oklahoma allowing much of the precipitation to come in the form of freezing rain. Power outages in the CWA totaled to near 20,000 (mostly in northwest Oklahoma).","Reports of 0.5 inches of ice accumulation. Tree limbs up to 12 inches in diameter broken. Electric cooperatives reported 1891 power outages, with damages in excess of $4088K."
112106,671760,OKLAHOMA,40,Ice Storm,WOODS,1/14/2017 10:00,1/15/2017 22:00,984000,Utility Company,"An upper low coming onto the Pacific coast combined with abundant gulf moisture to produce scattered showers on the 13th, transitioning to widespread showers on the 14th and 15th. Temperature hovered near and just below freezing across parts of northern, western, and central Oklahoma allowing much of the precipitation to come in the form of freezing rain. Power outages in the CWA totaled to near 20,000 (mostly in northwest Oklahoma).","The electric cooperatives reported over 1000 power outages, likely due to icing, with damage estimates to $984K."
112358,673032,GEORGIA,13,Tornado,CALHOUN,1/22/2017 14:41,1/22/2017 14:45,200000,NWS Storm Survey,"A multi-day severe weather event struck the southeast January 21-22, 2017 with three rounds of severe weather moving through the area. The first round of severe weather started during the mid-morning hours on Saturday, January 21, 2017 as a squall line pushed into southeast Alabama and the Florida panhandle. As it pushed eastward nine warnings were issued with a total of 18 damaging wind reports (trees and power lines downed) related to these storms. ||After a brief lull during Saturday evening as the aforementioned squall line washed out near the Gulf Coast, strong southerly flow returned late Saturday night as a warm front pushed northward across the Florida Big Bend and southern Georgia. Initially with this late Saturday night to early Sunday morning event, a strong supercell moved across southern Georgia producing a tornado that moved across Thomas and northern Brooks Counties. This was the first tornado across the area with this multi- day event. From the same supercell that produced the tornado in Thomas and northern Brooks Counties, another tornado developed that tracked across Brooks, Berrien and Cook Counties and this tornado resulted in 11 fatalities. This overnight into early Sunday morning event produced one more tornado, an EF-1 that struck Lowndes County. ||A final round of severe weather moved through Sunday afternoon as a warm front continued to push northward into southeast Alabama and southern Georgia while the main low and trailing cold front pushed eastward across the Florida panhandle and offshore regions. This afternoon round of supercells first produced a tornado in Henry County, AL. An hour and a half after the Henry County tornado, two more tornadoes developed, an EF-2 that struck Clay, Randolph and Calhoun Counties (Georgia) and an EF-1 tornado that hit Franklin County, FL. After this, a long tracked tornado (track length of more than 70 miles) moved across Albany (Dougherty County) and into Worth and Turner Counties, causing extensive damage and five fatalities. ||Overall this multi-day event resulted in seven tornadoes, 16 deaths and numerous injuries. Three days of damage surveys were conducted to rate the tornadoes on the Enhanced Fujita scale.","The tornado touched down in Clay County and moved northeast through the northwest corner of Calhoun County and into southern Randolph County. It caused extensive tree damage with nearly every tree in its path snapped through the Clay and Calhoun portions of the track. In addition, it flipped a mobile home in Clay County, injuring one person who was inside. The tornado caused major roof damage in Clay and Calhoun counties removing the roofing structure from two homes. It also caused minor roofing damage to several homes in all three counties.  Damage cost was estimated."
112358,673043,GEORGIA,13,Tornado,RANDOLPH,1/22/2017 14:45,1/22/2017 14:52,200000,NWS Storm Survey,"A multi-day severe weather event struck the southeast January 21-22, 2017 with three rounds of severe weather moving through the area. The first round of severe weather started during the mid-morning hours on Saturday, January 21, 2017 as a squall line pushed into southeast Alabama and the Florida panhandle. As it pushed eastward nine warnings were issued with a total of 18 damaging wind reports (trees and power lines downed) related to these storms. ||After a brief lull during Saturday evening as the aforementioned squall line washed out near the Gulf Coast, strong southerly flow returned late Saturday night as a warm front pushed northward across the Florida Big Bend and southern Georgia. Initially with this late Saturday night to early Sunday morning event, a strong supercell moved across southern Georgia producing a tornado that moved across Thomas and northern Brooks Counties. This was the first tornado across the area with this multi- day event. From the same supercell that produced the tornado in Thomas and northern Brooks Counties, another tornado developed that tracked across Brooks, Berrien and Cook Counties and this tornado resulted in 11 fatalities. This overnight into early Sunday morning event produced one more tornado, an EF-1 that struck Lowndes County. ||A final round of severe weather moved through Sunday afternoon as a warm front continued to push northward into southeast Alabama and southern Georgia while the main low and trailing cold front pushed eastward across the Florida panhandle and offshore regions. This afternoon round of supercells first produced a tornado in Henry County, AL. An hour and a half after the Henry County tornado, two more tornadoes developed, an EF-2 that struck Clay, Randolph and Calhoun Counties (Georgia) and an EF-1 tornado that hit Franklin County, FL. After this, a long tracked tornado (track length of more than 70 miles) moved across Albany (Dougherty County) and into Worth and Turner Counties, causing extensive damage and five fatalities. ||Overall this multi-day event resulted in seven tornadoes, 16 deaths and numerous injuries. Three days of damage surveys were conducted to rate the tornadoes on the Enhanced Fujita scale.","The tornado touched down in Clay County and moved northeast through the northwest corner of Calhoun County and into southern Randolph County. It caused extensive tree damage with nearly every tree in its path snapped through the Clay and Calhoun portions of the track. In addition, it flipped a mobile home in Clay County, injuring one person who was inside. The tornado caused major roof damage in Clay and Calhoun counties removing the roofing structure from two homes. It also caused minor roofing damage to several homes in all three counties.  Damage cost was estimated."
112358,673051,GEORGIA,13,Tornado,BROOKS,1/22/2017 3:15,1/22/2017 3:18,20000,NWS Storm Survey,"A multi-day severe weather event struck the southeast January 21-22, 2017 with three rounds of severe weather moving through the area. The first round of severe weather started during the mid-morning hours on Saturday, January 21, 2017 as a squall line pushed into southeast Alabama and the Florida panhandle. As it pushed eastward nine warnings were issued with a total of 18 damaging wind reports (trees and power lines downed) related to these storms. ||After a brief lull during Saturday evening as the aforementioned squall line washed out near the Gulf Coast, strong southerly flow returned late Saturday night as a warm front pushed northward across the Florida Big Bend and southern Georgia. Initially with this late Saturday night to early Sunday morning event, a strong supercell moved across southern Georgia producing a tornado that moved across Thomas and northern Brooks Counties. This was the first tornado across the area with this multi- day event. From the same supercell that produced the tornado in Thomas and northern Brooks Counties, another tornado developed that tracked across Brooks, Berrien and Cook Counties and this tornado resulted in 11 fatalities. This overnight into early Sunday morning event produced one more tornado, an EF-1 that struck Lowndes County. ||A final round of severe weather moved through Sunday afternoon as a warm front continued to push northward into southeast Alabama and southern Georgia while the main low and trailing cold front pushed eastward across the Florida panhandle and offshore regions. This afternoon round of supercells first produced a tornado in Henry County, AL. An hour and a half after the Henry County tornado, two more tornadoes developed, an EF-2 that struck Clay, Randolph and Calhoun Counties (Georgia) and an EF-1 tornado that hit Franklin County, FL. After this, a long tracked tornado (track length of more than 70 miles) moved across Albany (Dougherty County) and into Worth and Turner Counties, causing extensive damage and five fatalities. ||Overall this multi-day event resulted in seven tornadoes, 16 deaths and numerous injuries. Three days of damage surveys were conducted to rate the tornadoes on the Enhanced Fujita scale.",This is a continuation of the Thomas county tornado.  Damage in Brooks county was limited to EF1 intensity.  The tornado mainly damaged trees and the roof of one residence before dissipating.  Damage cost was estimated.
112358,673054,GEORGIA,13,Tornado,BROOKS,1/22/2017 3:29,1/22/2017 3:35,500000,NWS Storm Survey,"A multi-day severe weather event struck the southeast January 21-22, 2017 with three rounds of severe weather moving through the area. The first round of severe weather started during the mid-morning hours on Saturday, January 21, 2017 as a squall line pushed into southeast Alabama and the Florida panhandle. As it pushed eastward nine warnings were issued with a total of 18 damaging wind reports (trees and power lines downed) related to these storms. ||After a brief lull during Saturday evening as the aforementioned squall line washed out near the Gulf Coast, strong southerly flow returned late Saturday night as a warm front pushed northward across the Florida Big Bend and southern Georgia. Initially with this late Saturday night to early Sunday morning event, a strong supercell moved across southern Georgia producing a tornado that moved across Thomas and northern Brooks Counties. This was the first tornado across the area with this multi- day event. From the same supercell that produced the tornado in Thomas and northern Brooks Counties, another tornado developed that tracked across Brooks, Berrien and Cook Counties and this tornado resulted in 11 fatalities. This overnight into early Sunday morning event produced one more tornado, an EF-1 that struck Lowndes County. ||A final round of severe weather moved through Sunday afternoon as a warm front continued to push northward into southeast Alabama and southern Georgia while the main low and trailing cold front pushed eastward across the Florida panhandle and offshore regions. This afternoon round of supercells first produced a tornado in Henry County, AL. An hour and a half after the Henry County tornado, two more tornadoes developed, an EF-2 that struck Clay, Randolph and Calhoun Counties (Georgia) and an EF-1 tornado that hit Franklin County, FL. After this, a long tracked tornado (track length of more than 70 miles) moved across Albany (Dougherty County) and into Worth and Turner Counties, causing extensive damage and five fatalities. ||Overall this multi-day event resulted in seven tornadoes, 16 deaths and numerous injuries. Three days of damage surveys were conducted to rate the tornadoes on the Enhanced Fujita scale.","This was the second tornado to touch down from the same parent tornado that impacted Thomas and northwest Brooks Counties. The tornado touched down at EF-1 strength in northern Brooks County near Georgia Route 122 just west of the Moultrie Highway, snapping trees along the highway. Near the intersection of Georgia Route 133, or the Valdosta Highway, the tornado strengthened to EF-3 blowing out two of the four concrete walls of a small business building. Max winds were estimated near 140 mph.  A short distance later, the tornado flipped a strapped-down double wide mobile home and tossed it about 100 feet into a drainage ditch and across Route 122. Two people inside the home were killed. Several nearby trees had their bark stripped off. The tornado then crossed Georgia Route 76 at EF-3 strength and ripped about a third of the second story from a well-built brick home. A short distance up the road, the tornado shifted a wood-framed home about 12 feet off its foundation while removing its second story.  This tornado then continued into Cook and Berrien counties.  Damage cost was estimated."
113273,677850,IDAHO,16,Heavy Snow,BIG AND LITTLE WOOD RIVER REGION,1/22/2017 14:00,1/23/2017 22:00,20000,SNOTEL,"The latest in a long line of winter storms again brought very heavy snowfall as well as winds to southeast Idaho.   The heaviest snow mainly affected the Eastern Magic Valley, Snake River Plain and all of the southern mountains.   Many areas received over a foot of snowfall and again many roads experienced closures across southeast Idaho.","Although the heaviest snow with this storm fell to the south and southeast of the Wood River region, the Galena Summit SNOTEL got 10 inches of snow and the Lost Wood Divide SNOTEL got  8 inches.   COOP observers reported 5 inches in Bellevue and 7.2 inches in Ketchum.    Although not receiving heavy snow, the weight of the month's total snow collapsed a building in Bellevue in the early morning hours on the 24th."
111748,666463,TEXAS,48,Tornado,BOSQUE,1/15/2017 18:00,1/15/2017 18:05,200000,NWS Storm Survey,Tornadoes occurred. Read the title.,"A National Weather Service storm survey crew found evidence of damage consistent with EF-2 winds in Coryell County. Two homes were damaged to the point where most of their roof was removed. Several barns were destroyed as well, as were multiple pieces of farm and ranch equipment."
113201,677202,OHIO,39,Thunderstorm Wind,COLUMBIANA,1/12/2017 14:14,1/12/2017 14:14,5000,Emergency Manager,"Line of showers and thunderstorms crossed the Upper Ohio Valley on the 12th. Heavy rain produced flooding, especially along interstate-80 where the line of storms trained over the same area before a shortwave helped to eject the line southward.",Emergency manager reported trees down on roads in Wellsville.
113201,677203,OHIO,39,Thunderstorm Wind,CARROLL,1/12/2017 14:30,1/12/2017 14:30,2000,State Official,"Line of showers and thunderstorms crossed the Upper Ohio Valley on the 12th. Heavy rain produced flooding, especially along interstate-80 where the line of storms trained over the same area before a shortwave helped to eject the line southward.",State official reported trees down.
113201,677204,OHIO,39,Thunderstorm Wind,CARROLL,1/12/2017 14:30,1/12/2017 14:30,2000,State Official,"Line of showers and thunderstorms crossed the Upper Ohio Valley on the 12th. Heavy rain produced flooding, especially along interstate-80 where the line of storms trained over the same area before a shortwave helped to eject the line southward.",State official reported trees down.
113056,676008,LOUISIANA,22,Thunderstorm Wind,FRANKLIN,1/2/2017 12:25,1/2/2017 12:25,20000,Law Enforcement,"As a warm front was draped across the region, an upper level disturbance moved across and brought heavy rain and some severe storms during the morning. The storm system developed further during the afternoon and a squall line formed ahead of an approaching cold front. This brought additional severe storms during some of the afternoon.",Numerous trees and powerlines were blown down.
113057,676009,MISSISSIPPI,28,Thunderstorm Wind,FRANKLIN,1/19/2017 4:46,1/19/2017 4:46,5000,Emergency Manager,"Anomoulsly high moisture content was present across the region as an upper disturbance moved through the area. This resulted in some flash flooding in addition to some severe storms. A dam break occurred, which resulted in some flooding across Franklin County in addition to heavy rain.","Trees were blown down on Round Top Hill Road, near Pleasant Valley Road."
113057,676011,MISSISSIPPI,28,Thunderstorm Wind,COPIAH,1/19/2017 6:55,1/19/2017 6:55,10000,Social Media,"Anomoulsly high moisture content was present across the region as an upper disturbance moved through the area. This resulted in some flash flooding in addition to some severe storms. A dam break occurred, which resulted in some flooding across Franklin County in addition to heavy rain.",Trees were blown down in the Georgetown area.
113057,676012,MISSISSIPPI,28,Thunderstorm Wind,FRANKLIN,1/19/2017 7:30,1/19/2017 7:30,8000,Department of Highways,"Anomoulsly high moisture content was present across the region as an upper disturbance moved through the area. This resulted in some flash flooding in addition to some severe storms. A dam break occurred, which resulted in some flooding across Franklin County in addition to heavy rain.",Highway 556 south of Highway 98 was blocked due to trees in the road.
113057,676014,MISSISSIPPI,28,Flash Flood,SMITH,1/19/2017 9:30,1/19/2017 12:00,4000,Emergency Manager,"Anomoulsly high moisture content was present across the region as an upper disturbance moved through the area. This resulted in some flash flooding in addition to some severe storms. A dam break occurred, which resulted in some flooding across Franklin County in addition to heavy rain.",Water was across Highway 481.
113057,676015,MISSISSIPPI,28,Flash Flood,LINCOLN,1/19/2017 11:51,1/19/2017 14:00,3000,Public,"Anomoulsly high moisture content was present across the region as an upper disturbance moved through the area. This resulted in some flash flooding in addition to some severe storms. A dam break occurred, which resulted in some flooding across Franklin County in addition to heavy rain.",The road behind the Home Depot in Brookhaven was flooded.
113057,676016,MISSISSIPPI,28,Thunderstorm Wind,HINDS,1/19/2017 16:24,1/19/2017 16:24,5000,Broadcast Media,"Anomoulsly high moisture content was present across the region as an upper disturbance moved through the area. This resulted in some flash flooding in addition to some severe storms. A dam break occurred, which resulted in some flooding across Franklin County in addition to heavy rain.",Powerlines were blown down on Springridge Road in Clinton. Two 18 wheeler trucks were entangled in the lines when they fell on I-20.
112155,668976,LOUISIANA,22,Tornado,LA SALLE,1/21/2017 20:29,1/21/2017 20:30,90000,NWS Storm Survey,"A strong upper level low pressure system emerged out across the Southern Plains during the morning and afternoon hours of January 21st. Ahead of this system, unseasonably warm, humid, and unstable air spread northward across much of the Ark-La-Tex from the Gulf of Mexico in advance of this system and associated Pacific cold front. A surface low pressure system also developed along the advancing cold front, with low level winds backing more southeast ahead of the upper level low. Coupled with strong wind shear and instability, scattered severe supercell thunderstorms rapidly developed during the mid and late afternoon hours across portions of extreme Eastern Texas, Southern Arkansas, and Northern Louisiana. The considerable wind shear contributed to rotating updrafts, such that twelve tornadoes touched down across the aforementioned areas. Instances of large hail was also reported with these supercells, given the very cold temperatures aloft. These severe thunderstorms exited the region during the mid evening hours into the Ark-La-Miss region where additional tornadoes and instances of severe thunderstorm damage was reported.","An EF-1 tornado with maximum estimated winds between 86-95 mph touched down just west of Parish Road 3104 near the intersection of Highway 8 on the west side of Jena, snapping and uprooting several trees and tearing the roof and a portion of the wall off of a wooden outbuilding. The tornado also ripped some shingles off of a church across the street with debris breaking a few windows from the church as well. The tornado also ripped a canopy off of a gas station on Highway 8, tossing it 40-50 yards down the road. The worst of the structural damage came to a Conoco office building on Highway 8, where much of the front brick facade collapsed. Several windows from this office building were shattered as well. The tornado continued southeast behind the office building where it heavy damaged a couple of metal storage buildings. Several trees were also snapped downstream from these storage buildings before the tornado lifted north of Park Street."
111484,671805,GEORGIA,13,Thunderstorm Wind,THOMAS,1/2/2017 22:28,1/2/2017 22:28,3000,911 Call Center,"Multiple rounds of showers and thunderstorms affected the region to start the year. Two day rainfall totals in excess of 8 inches were common across portions of the Florida panhandle with several roads flooded. Severe weather, including tornadoes and significant straight line wind damage, also occurred across the tri-state area with most of it in southeast Alabama and southwest Georgia. Albany was particularly hard hit with significant wind damage. There were a total of 5 fatalities across the tri-state area from straight line winds.  There was also 1 fatality in Florida due to river flooding.",Power lines were blown down near Meigs.
111484,671808,GEORGIA,13,Thunderstorm Wind,COLQUITT,1/2/2017 22:45,1/2/2017 22:45,3000,Trained Spotter,"Multiple rounds of showers and thunderstorms affected the region to start the year. Two day rainfall totals in excess of 8 inches were common across portions of the Florida panhandle with several roads flooded. Severe weather, including tornadoes and significant straight line wind damage, also occurred across the tri-state area with most of it in southeast Alabama and southwest Georgia. Albany was particularly hard hit with significant wind damage. There were a total of 5 fatalities across the tri-state area from straight line winds.  There was also 1 fatality in Florida due to river flooding.",A tree was blown down across a home with power lines also down on Walter Murphy Road.  Damage cost was estimated.
111484,671809,GEORGIA,13,Thunderstorm Wind,COLQUITT,1/2/2017 22:35,1/2/2017 23:05,100000,911 Call Center,"Multiple rounds of showers and thunderstorms affected the region to start the year. Two day rainfall totals in excess of 8 inches were common across portions of the Florida panhandle with several roads flooded. Severe weather, including tornadoes and significant straight line wind damage, also occurred across the tri-state area with most of it in southeast Alabama and southwest Georgia. Albany was particularly hard hit with significant wind damage. There were a total of 5 fatalities across the tri-state area from straight line winds.  There was also 1 fatality in Florida due to river flooding.",Numerous trees and power lines were blown down across Colquitt county.  Damage cost was estimated.
112538,671205,OHIO,39,High Wind,GEAUGA,1/10/2017 19:06,1/10/2017 19:30,75000,Law Enforcement,"An area of strong low pressure moved northeast across the western Great lakes on January 10th.  At daybreak on the 10th the low was over Iowa.  The low strengthened as it moved over Wisconsin and eventually crossed the eastern end of Lake Superior during the evening hours.   A cold front from this low swept east across northern Ohio during the evening hours of the 10th.  Southerly winds ahead of the front increased and became damaging during the late afternoon and early evening hours.  Peak gusts at most locations occurred late in the evening with winds slowly diminishing after midnight on the 11th.  Showers and a few thunderstorms also developed ahead of the front prompting the issuance of at least one severe thunderstorm warning.  Peak wind gusts in many areas topped 60 mph.  Downed trees and limbs along with scattered power outages were reported across all of northern Ohio.  A peak wind gust of 68 mph was measured at the Findlay Airport in Hancock County.  Other locations with measured wind gusts of 60 mph or greater included: 66 mph at Bowling Green (Wood County); 62 mph at Fairport Harbor (Lake County); 61 mph at Mansfield Lahm Airport (Richland County); 61 mph at South Bass Island (Ottawa County); 60 mph at the Marion Airport (Marion Airport) and 60 mph at the Wayne County Airport.  In Ashland County, snow plows were called out to scrape tree debris off of roadways.  At the peak of the storm, more 25,000 homes were without power.  The outages were most concentrated near Lake Erie.  It took around 24 hours for power to be fully restored.",High winds downed trees and limbs throughout Geuaga County.  Scattered power outages were reported.  A moving vehicle was struck by a falling tree limb in Claridon Township.  The car was heavily damaged but the driver was uninjured.
112106,668726,OKLAHOMA,40,Ice Storm,WOODWARD,1/14/2017 10:00,1/15/2017 22:00,1357000,Broadcast Media,"An upper low coming onto the Pacific coast combined with abundant gulf moisture to produce scattered showers on the 13th, transitioning to widespread showers on the 14th and 15th. Temperature hovered near and just below freezing across parts of northern, western, and central Oklahoma allowing much of the precipitation to come in the form of freezing rain. Power outages in the CWA totaled to near 20,000 (mostly in northwest Oklahoma).","Reports of 0.6 inches of ice accumulation. Numerous trees were downed including one on a home. Electric cooperatives reported 3882 power outages, with $1,357K worth of damages. Emergency manager reported 2 injuries due to carbon monoxide and 6 injuries dues to falling debris."
112258,671709,GEORGIA,13,Thunderstorm Wind,WILCOX,1/21/2017 13:09,1/21/2017 13:30,5000,Emergency Manager,"Throughout the weekend of the 21st and 22nd, persistent southwesterly upper-level flow brought a series of strong short waves across the region. The atmosphere over central Georgia was unseasonably warm and unstable with strong low and mid-level shear. The first short wave generated a wave of severe thunderstorms across central and south Georgia through the morning and into the afternoon of the 21st that produced numerous tornadoes. Twenty three tornadoes were confirmed in the WFO Peachtree City warning area with 27 total tornadoes confirmed in the state of Georgia, both records for the number of tornadoes in a single day. A second, stronger short wave swept through during the late morning and afternoon of the 22nd bringing another round of severe weather to central and south Georgia. Additional tornadoes confirmed brought the 2-day total to 27 for the WFO Peachtree City warning area and 41 for the state of Georgia, both a record number for a 2 day period.",The Wilcox County Emergency Manager reported numerous trees blown down from Rochelle to Abbeville. Including 2 trees down in Rochelle and 1 down on Wilson Road and another on Owensboro Road between Rochelle and Abbeville.
112258,671710,GEORGIA,13,Thunderstorm Wind,JOHNSON,1/21/2017 13:40,1/21/2017 13:50,7000,911 Call Center,"Throughout the weekend of the 21st and 22nd, persistent southwesterly upper-level flow brought a series of strong short waves across the region. The atmosphere over central Georgia was unseasonably warm and unstable with strong low and mid-level shear. The first short wave generated a wave of severe thunderstorms across central and south Georgia through the morning and into the afternoon of the 21st that produced numerous tornadoes. Twenty three tornadoes were confirmed in the WFO Peachtree City warning area with 27 total tornadoes confirmed in the state of Georgia, both records for the number of tornadoes in a single day. A second, stronger short wave swept through during the late morning and afternoon of the 22nd bringing another round of severe weather to central and south Georgia. Additional tornadoes confirmed brought the 2-day total to 27 for the WFO Peachtree City warning area and 41 for the state of Georgia, both a record number for a 2 day period.",The Johnson County 911 center reported trees and power lines blown down along Highway 15.
112258,673705,GEORGIA,13,Tornado,HOUSTON,1/21/2017 12:16,1/21/2017 12:29,250000,NWS Storm Survey,"Throughout the weekend of the 21st and 22nd, persistent southwesterly upper-level flow brought a series of strong short waves across the region. The atmosphere over central Georgia was unseasonably warm and unstable with strong low and mid-level shear. The first short wave generated a wave of severe thunderstorms across central and south Georgia through the morning and into the afternoon of the 21st that produced numerous tornadoes. Twenty three tornadoes were confirmed in the WFO Peachtree City warning area with 27 total tornadoes confirmed in the state of Georgia, both records for the number of tornadoes in a single day. A second, stronger short wave swept through during the late morning and afternoon of the 22nd bringing another round of severe weather to central and south Georgia. Additional tornadoes confirmed brought the 2-day total to 27 for the WFO Peachtree City warning area and 41 for the state of Georgia, both a record number for a 2 day period.","A National Weather Service survey team found that the tornado that began in southeast Peach County and briefly crossed into a small portion of western Houston County before once again moving into a small portion of Peach County, moved back into Houston County along U.S Highway 41. The tornado intensified to an EF2 along this portion of its path with maximum wind speeds of 115 MPH. The tornado tracked east along Sandefur Road causing significant damage to trees and power lines with minor roof damage to homes south of Sandefur Road along Griswold Way. The tornado turned more northeasterly damaging a sports complex and a business along Cohen Walker Road. The tornado crossed Highway 96 near Peach Blossom Road and continued northeast through neighborhoods west of Bonanza Drive causing minor roof damage and downing trees and power lines as it continued across Faegan Mill Road and Moody Drive. At this point the tornado intensified to its strongest level. Brick fences were blown down and numerous trees were snapped or uprooted along Sandy Run Road and Echo Lane. The worst damage occurred near the WalMart and adjacent neighborhoods around Windmill Court. Two large HVAC units were tossed around 50 yards from the top of the WalMart. The auto bay garage doors on the back of the store were blown in and the roof lifted. Rafters on the opposite end of the store were twisted. Along Windmill Court and Hidden Creek Circle one house had most if its roof blown off and windows and doors blown in. Across the street, another home had a garage door and windows blown in and parts of its roof blown off. The tornado continued northeast and struck a mobile home park along Maxwell Drive and Sherry Lane where more than a dozen mobile homes were damaged. One mobile home was nearly completely destroyed.  The tornado ended in this area. This tornado ultimately travelled over 13 miles across portions of Peach and Houston Counties. [01/21/17: Tornado #12, County #4/4, EF2, Houston, 2017:013]."
112258,673672,GEORGIA,13,Tornado,TAYLOR,1/21/2017 11:18,1/21/2017 11:33,100000,NWS Storm Survey,"Throughout the weekend of the 21st and 22nd, persistent southwesterly upper-level flow brought a series of strong short waves across the region. The atmosphere over central Georgia was unseasonably warm and unstable with strong low and mid-level shear. The first short wave generated a wave of severe thunderstorms across central and south Georgia through the morning and into the afternoon of the 21st that produced numerous tornadoes. Twenty three tornadoes were confirmed in the WFO Peachtree City warning area with 27 total tornadoes confirmed in the state of Georgia, both records for the number of tornadoes in a single day. A second, stronger short wave swept through during the late morning and afternoon of the 22nd bringing another round of severe weather to central and south Georgia. Additional tornadoes confirmed brought the 2-day total to 27 for the WFO Peachtree City warning area and 41 for the state of Georgia, both a record number for a 2 day period.","A National Weather Service survey team found that an EF1 tornado with maximum winds of 105 MPH and a maximum path width of 400 yards began in western Taylor County along Highway 96 east of Junction City where a few trees were snapped. The tornado moved northeast snapping and uprooting trees as it crossed Watson Pond Road, North Culverhouse Road and Suddeth Road. As the tornado crossed Wilson Road it destroyed two metal barns and a small silo that was ripped from the ground and thrown at least 300 yards. This is where the tornado reached its maximum estimated strength blowing windows out of a home and causing significant roof damage. The tornado then continued northeast snapping and uprooting trees. Just northeast of Highway 19 along Montford Road a trailer sustained significant damage to the roof and siding and several large trees were blown down. The tornado weakened quickly after this as it moved northeast across a wooded area and ended in a pasture before reaching County Road 108. [01/21/17: Tornado #5, County #1/1, EF1, Taylor, 2017:006]."
111675,666216,TEXAS,48,Thunderstorm Wind,SAN AUGUSTINE,1/2/2017 9:30,1/2/2017 9:30,800,Public,"A strong negative tilted upper level trough of low pressure quickly traversed east northeast across the Texas Hill Country into the Middle Red River Valley of Northeast Texas, Southeast Oklahoma, and Southwest Arkansas during the morning through the early afternoon hours on January 2nd. Ahead of this trough, a warm front lifted north to near the Interstate 20 corridor of East Texas and North Louisiana, and was characteristic of a much warmer, more humid, and unstable air mass with dewpoints rising into the lower and middle 60s. Large scale forcing increased ahead of the trough during the early morning hours of the 2nd, resulting in scattered to numerous showers and thunderstorms developing over much of East Texas around and shortly after daybreak. Some of these storms became severe, and quickly spread east northeast across the lower Toledo Bend Country into Northcentral Louisiana. Numerous reports of marginally severe hail and damaging winds were received across these areas, before these storms raced out of the area by midday.",Large limbs were downed. The roof of a chicken house was damaged near the Patroon community.
112358,673083,GEORGIA,13,Tornado,COOK,1/22/2017 3:35,1/22/2017 3:49,1500000,NWS Storm Survey,"A multi-day severe weather event struck the southeast January 21-22, 2017 with three rounds of severe weather moving through the area. The first round of severe weather started during the mid-morning hours on Saturday, January 21, 2017 as a squall line pushed into southeast Alabama and the Florida panhandle. As it pushed eastward nine warnings were issued with a total of 18 damaging wind reports (trees and power lines downed) related to these storms. ||After a brief lull during Saturday evening as the aforementioned squall line washed out near the Gulf Coast, strong southerly flow returned late Saturday night as a warm front pushed northward across the Florida Big Bend and southern Georgia. Initially with this late Saturday night to early Sunday morning event, a strong supercell moved across southern Georgia producing a tornado that moved across Thomas and northern Brooks Counties. This was the first tornado across the area with this multi- day event. From the same supercell that produced the tornado in Thomas and northern Brooks Counties, another tornado developed that tracked across Brooks, Berrien and Cook Counties and this tornado resulted in 11 fatalities. This overnight into early Sunday morning event produced one more tornado, an EF-1 that struck Lowndes County. ||A final round of severe weather moved through Sunday afternoon as a warm front continued to push northward into southeast Alabama and southern Georgia while the main low and trailing cold front pushed eastward across the Florida panhandle and offshore regions. This afternoon round of supercells first produced a tornado in Henry County, AL. An hour and a half after the Henry County tornado, two more tornadoes developed, an EF-2 that struck Clay, Randolph and Calhoun Counties (Georgia) and an EF-1 tornado that hit Franklin County, FL. After this, a long tracked tornado (track length of more than 70 miles) moved across Albany (Dougherty County) and into Worth and Turner Counties, causing extensive damage and five fatalities. ||Overall this multi-day event resulted in seven tornadoes, 16 deaths and numerous injuries. Three days of damage surveys were conducted to rate the tornadoes on the Enhanced Fujita scale.","This is a continuation of the northeast Brooks county tornado.  The tornado then continued into Cook County. Still at EF-3 strength, it swept about 35 manufactured homes into a pile of rubble at the far end of the Sunshine Acres mobile home park. Seven people lost their lives. The tornado then went on to destroy about two thirds of a brick home on Val Del Road, collapsing in two walls and removing most of the second story. Another home built of concrete blocks was destroyed. A nearby farm had several concrete anchors for a large metal structure pulled from the ground.  Max winds were estimated near 140 mph.  Damage cost was estimated."
